id,x,y,z,labels
0,0.4,-0.4469983318002789,-0.224036808064585,1
1,0.3999682909739257,-0.4492550493699829,-0.219534204239274,1
2,0.3998731689230144,-0.4515114091481056,-0.2150323142798735,1
3,0.3997146489284042,-0.4537670533997918,-0.210531851939114,1
4,0.3994927561226681,-0.4560216245036296,-0.2060335307433841,1
5,0.3992075256858301,-0.4582747650083493,-0.2015380638796042,1
6,0.398859002839787,-0.460526117689496,-0.1970461640821543,1
7,0.3984472428411387,-0.4627753256060651,-0.1925585435198734,1
8,0.397972310972428,-0.4650220321570945,-0.1880759136831487,1
9,0.3974342825317898,-0.4672658811382011,-0.1835989852711119,1
10,0.3968332428210136,-0.4695065167980555,-0.1791284680789618,1
11,0.3961692871320185,-0.471743583894785,-0.1746650708854295,1
12,0.3954425207317459,-0.4739767277522952,-0.170209501340405,1
13,0.3946530588454694,-0.4762055943165019,-0.1657624658527426,1
14,0.3938010266385267,-0.4784298302114652,-0.1613246694782635,1
15,0.3928865591964751,-0.4806490827954151,-0.1568968158079725,1
16,0.3919098015036745,-0.4828630002166614,-0.1524796068565068,1
17,0.3908709084203006,-0.4850712314693778,-0.1480737429508358,1
18,0.3897700446577927,-0.4872734264492526,-0.1436799226192267,1
19,0.3886073847527397,-0.4894692360089956,-0.1392988424804968,1
20,0.3873831130392077,-0.4916583120136938,-0.1349311971335677,1
21,0.3860974236195151,-0.4938403073960066,-0.1305776790473406,1
22,0.3847505203334587,-0.4960148762111918,-0.126238978450908,1
23,0.3833426167259954,-0.498181673691953,-0.1219157832241215,1
24,0.3818739360133864,-0.5003403563031011,-0.117608778788532,1
25,0.3803447110478066,-0.5024905817960201,-0.1133186479987193,1
26,0.3787551842804276,-0.5046320092629291,-0.1090460710340287,1
27,0.3771056077229779,-0.5067642991909308,-0.1047917252907321,1
28,0.375396242907788,-0.5088871135158408,-0.1005562852746301,1
29,0.3736273608463252,-0.5110001156757852,-0.0963404224941122,1
30,0.3717992419862267,-0.513102970664561,-0.0921448053536925,1
31,0.3699121761668354,-0.51519534508475,-0.0879700990480376,1
32,0.3679664625732478,-0.5172769072005766,-0.083816965456503,1
33,0.3659624096888791,-0.5193473269905042,-0.0796860630381953,1
34,0.3639003352465551,-0.5214062761995573,-0.075578046727577,1
35,0.3617805661781373,-0.5234534283913647,-0.0714935678306298,1
36,0.3596034385626888,-0.5254884589999156,-0.0674332739215927,1
37,0.3573692975731914,-0.5275110453810167,-0.063397808740293,1
38,0.3550784974218194,-0.5295208668634466,-0.0593878120900839,1
39,0.3527314013037815,-0.5315176047997963,-0.0554039197364072,1
40,0.3503283813397378,-0.5335009426169893,-0.0514467633059954,1
41,0.3478698185168017,-0.5354705658664729,-0.0475169701867306,1
42,0.3453561026281366,-0.5374261622740724,-0.0436151634281753,1
43,0.3427876322111556,-0.5393674217895,-0.0397419616427908,1
44,0.340164814484336,-0.5412940366355131,-0.0358979789078591,1
45,0.3374880652826561,-0.5432057013567095,-0.032083824668124,1
46,0.3347578089916672,-0.545102112867957,-0.0283001036391666,1
47,0.3319744784802086,-0.5469829705024452,-0.0245474157115309,1
48,0.3291385150317796,-0.548847976059355,-0.0208263558556136,1
49,0.3262503682745744,-0.5506968338511377,-0.0171375140273345,1
50,0.3233104961101974,-0.5525292507503932,-0.0134814750746024,1
51,0.3203193646410641,-0.5543449362363456,-0.0098588186445897,1
52,0.3172774480965032,-0.5561436024409028,-0.0062701190918322,1
53,0.31418522875757,-0.5579249641942967,-0.0027159453871685,1
54,0.3110431968805825,-0.5596887390702961,0.000803138972468,1
55,0.3078518506193944,-0.5614346474309834,0.0042865760533888,1
56,0.3046116959464148,-0.5631624124710896,0.0077338135736078,1
57,0.3013232465723886,-0.5648717602618814,0.0111443049904028,1
58,0.2979870238649506,-0.5665624197945903,0.0145175095869676,1
59,0.294603556765965,-0.5682341230233805,0.0178528925581396,1
60,0.2911733817076639,-0.5698866049078456,0.0211499250951909,1
61,0.2876970425275992,-0.5715196034550296,0.024408084469668,1
62,0.2841750903824195,-0.5731328597609652,0.0276268541162681,1
63,0.2806080836604868,-0.5747261180517208,0.0308057237147379,1
64,0.2769965878933468,-0.5762991257239531,0.0339441892707825,1
65,0.2733411756660668,-0.5778516333849556,0.0370417531959713,1
66,0.2696424265264548,-0.5793833948921989,0.0400979243866277,1
67,0.2659009268931755,-0.580894167392355,0.043112218301692,1
68,0.262117269962776,-0.5823837113598009,0.0460841570395425,1
69,0.2582920556156377,-0.5838517906345942,0.0490132694137644,1
70,0.2544258903208679,-0.5852981724599148,0.0518990910278546,1
71,0.2505193870401471,-0.5867226275189676,0.0547411643488489,1
72,0.2465731651305475,-0.5881249299713397,0.0575390387798623,1
73,0.2425878502463362,-0.5895048574888058,0.0602922707315281,1
74,0.2385640742397811,-0.5908621912905778,0.0630004236923278,1
75,0.2345024750609735,-0.5921967161779912,0.0656630682977972,1
76,0.230403696656685,-0.5935082205686237,0.0682797823986,1
77,0.226268388868272,-0.5947964965298407,0.0708501511274582,1
78,0.2220972073286468,-0.5960613398117619,0.0733737669649263,1
79,0.2178908133583306,-0.5973025498796444,0.0758502298040024,1
80,0.2136498738606037,-0.5985199299456762,0.078279147013563,1
81,0.2093750612157718,-0.5997132870001758,0.0806601335006123,1
82,0.2050670531745628,-0.6008824318421935,0.0829928117713373,1
83,0.2007265327506734,-0.6020271791095081,0.0852768119909575,1
84,0.1963541881124799,-0.6031473473080146,0.0875117720423603,1
85,0.1919507124739332,-0.6042427588405,0.0896973375835129,1
86,0.1875168039846524,-0.6053132400348002,0.0918331621036418,1
87,0.1830531656192369,-0.6063586211713345,0.0939189069781699,1
88,0.1785605050658135,-0.6073787365100145,0.0959542415224041,1
89,0.1740395346138351,-0.6083734243165209,0.0979388430439639,1
90,0.1694909710411517,-0.6093425268879453,0.0998723968939421,1
91,0.1649155355003676,-0.6102858905777946,0.1017545965167917,1
92,0.1603139534045075,-0.6112033658203494,0.1035851434989279,1
93,0.1556869543120043,-0.6120948071543779,0.105363747616041,1
94,0.1510352718110326,-0.6129600732461975,0.1070901268791093,1
95,0.146359643403201,-0.6137990269120828,0.1087640075791072,1
